Gen	t_n5	t_n6	t_n7	mu1	mu2	mu3	mu4	mu5	lnL
8868	0.2824934	0.0496116	0.0648913	0.0743582	0.0853621	0.0679242	0.0717734	0.0772138	-255150.662
8870	0.3785951	0.0647301	0.0801155	0.0569910	0.0695545	0.0489995	0.0565520	0.0559821	-255149.132
8872	0.3704669	0.0651285	0.0806086	0.0594019	0.0655012	0.0486998	0.0552950	0.0556397	-255149.434
8874	0.3072261	0.0542968	0.0658201	0.0681198	0.0802180	0.0662710	0.0702106	0.0681409	-255147.466
8876	0.3193431	0.0564382	0.0676965	0.0667682	0.0771742	0.0637564	0.0662853	0.0655554	-255146.908
8878	0.3430851	0.0606342	0.0741238	0.0621478	0.0746999	0.0526776	0.0616983	0.0610188	-255147.459
8880	0.3068908	0.0542375	0.0663040	0.0694774	0.0785181	0.0654444	0.0701652	0.0682153	-255147.212
8882	0.3226861	0.0548599	0.0738502	0.0647332	0.0731566	0.0609756	0.0653741	0.0635573	-255148.898
8884	0.3346508	0.0603695	0.0714532	0.0639984	0.0798514	0.0602834	0.0625840	0.0628358	-255149.335
8886	0.2913799	0.0529719	0.0702821	0.0731532	0.0893435	0.0721697	0.0726432	0.0703052	-255154.808
8888	0.2913799	0.0507245	0.0702821	0.0731532	0.0872130	0.0700968	0.0726432	0.0703052	-255151.267
8890	0.2867359	0.0507245	0.0614657	0.0731532	0.0868923	0.0650320	0.0700311	0.0703052	-255151.428
8892	0.2856001	0.0526418	0.0604522	0.0766300	0.0868923	0.0707351	0.0717300	0.0703052	-255150.073
8894	0.3199273	0.0580787	0.0666958	0.0657186	0.0787580	0.0641133	0.0650151	0.0637237	-255149.636
8896	0.3535603	0.0629576	0.0747122	0.0606257	0.0729046	0.0591449	0.0599768	0.0587855	-255147.942
8898	0.3535603	0.0605086	0.0763878	0.0606257	0.0729046	0.0562037	0.0599768	0.0579568	-255146.029
8900	0.3535603	0.0605086	0.0776379	0.0585777	0.0729046	0.0562037	0.0585063	0.0579568	-255147.499
8902	0.3339459	0.0571518	0.0733308	0.0660272	0.0746495	0.0595048	0.0629119	0.0613609	-255145.645
8904	0.3347314	0.0589568	0.0754893	0.0647146	0.0731045	0.0605648	0.0640325	0.0624539	-255146.304
8906	0.3347314	0.0596423	0.0754893	0.0647146	0.0732621	0.0562963	0.0640325	0.0587212	-255147.678
8908	0.3104034	0.0553404	0.0680165	0.0667688	0.0805312	0.0624814	0.0674254	0.0662017	-255146.061
8910	0.3104034	0.0559571	0.0662704	0.0677798	0.0775137	0.0624814	0.0698815	0.0695785	-255149.923
8912	0.3104034	0.0559571	0.0717736	0.0708494	0.0821011	0.0636820	0.0670155	0.0655367	-255147.670
8914	0.3199406	0.0559571	0.0717736	0.0668365	0.0755987	0.0636820	0.0670155	0.0655367	-255146.684
8916	0.3199406	0.0559571	0.0708774	0.0668365	0.0755987	0.0636820	0.0670155	0.0655367	-255146.533
8918	0.3189384	0.0550498	0.0679533	0.0665043	0.0788351	0.0633654	0.0666824	0.0618714	-255147.916
8920	0.3242756	0.0593567	0.0732510	0.0665043	0.0774594	0.0550818	0.0666824	0.0618714	-255150.071
8922	0.3380762	0.0605352	0.0747053	0.0652097	0.0733599	0.0567316	0.0631859	0.0606669	-255145.995
8924	0.2806917	0.0502697	0.0620368	0.0786773	0.0875403	0.0723847	0.0760890	0.0730557	-255146.498
8926	0.3157434	0.0565471	0.0697838	0.0699431	0.0778221	0.0600187	0.0676421	0.0662347	-255146.456
8928	0.3157434	0.0536534	0.0697838	0.0650936	0.0771036	0.0600187	0.0654747	0.0662347	-255148.690
8930	0.2713964	0.0499341	0.0596007	0.0799543	0.0946475	0.0702732	0.0799143	0.0775512	-255148.689
8932	0.3075582	0.0571104	0.0717646	0.0705535	0.0795023	0.0620106	0.0686803	0.0684329	-255149.817
8934	0.3075582	0.0561195	0.0717646	0.0705535	0.0795023	0.0655222	0.0686803	0.0642539	-255149.380
8936	0.2783816	0.0501692	0.0615244	0.0789214	0.0889315	0.0732934	0.0746898	0.0735672	-255146.392
8938	0.2993319	0.0539448	0.0679401	0.0707775	0.0827072	0.0691392	0.0708716	0.0684182	-255146.875
8940	0.3339619	0.0601857	0.0742542	0.0652628	0.0723677	0.0573543	0.0635226	0.0613236	-255146.415
8942	0.3339619	0.0567555	0.0765872	0.0639567	0.0723677	0.0606491	0.0635226	0.0613236	-255147.373
8944	0.3202354	0.0561482	0.0716287	0.0662056	0.0782251	0.0634496	0.0652487	0.0655687	-255145.511
8946	0.3141769	0.0524463	0.0675633	0.0699292	0.0834610	0.0634496	0.0652487	0.0655687	-255149.803
8948	0.3542964	0.0591435	0.0761909	0.0620106	0.0713193	0.0562648	0.0597587	0.0601881	-255147.161
8950	0.3633010	0.0606466	0.0781273	0.0595593	0.0703071	0.0568041	0.0582775	0.0586963	-255147.631
8952	0.3295607	0.0572091	0.0720089	0.0677927	0.0762809	0.0564930	0.0619724	0.0636836	-255148.467
8954	0.2722416	0.0488355	0.0629626	0.0820661	0.0923415	0.0683873	0.0761470	0.0770919	-255148.792
8956	0.3100640	0.0546384	0.0671955	0.0733503	0.0825344	0.0652589	0.0680599	0.0708231	-255149.532
8958	0.2906659	0.0497703	0.0643669	0.0730575	0.0861614	0.0681267	0.0750171	0.0718593	-255146.775
8960	0.3282626	0.0577162	0.0746432	0.0662971	0.0742993	0.0587475	0.0646892	0.0619662	-255146.080
8962	0.3282626	0.0586199	0.0746432	0.0627625	0.0779333	0.0635694	0.0652362	0.0619662	-255148.769
8964	0.3332816	0.0574841	0.0756947	0.0640633	0.0756303	0.0585392	0.0618957	0.0658345	-255148.072
8966	0.3701894	0.0699799	0.0810461	0.0599621	0.0661023	0.0559089	0.0557247	0.0592708	-255153.148
8968	0.3330694	0.0629628	0.0730017	0.0653047	0.0747742	0.0621398	0.0619351	0.0658765	-255152.142
8970	0.3483352	0.0602287	0.0781468	0.0607823	0.0714972	0.0549892	0.0625798	0.0629894	-255148.992
8972	0.3154698	0.0522990	0.0707736	0.0684793	0.0789457	0.0596155	0.0668775	0.0660916	-255147.109
8974	0.3154698	0.0522990	0.0707736	0.0684793	0.0789457	0.0636905	0.0668775	0.0666550	-255146.786
8976	0.3580634	0.0637457	0.0803292	0.0603333	0.0695547	0.0561141	0.0589220	0.0587261	-255145.424
8978	0.2829518	0.0490802	0.0621566	0.0733728	0.0892569	0.0728814	0.0732343	0.0762738	-255147.948
8980	0.3316606	0.0598876	0.0757634	0.0655094	0.0760069	0.0550381	0.0635858	0.0617417	-255147.406
8982	0.3377763	0.0578856	0.0749035	0.0641025	0.0760069	0.0611636	0.0605396	0.0617417	-255147.692
8984	0.3517113	0.0602737	0.0779936	0.0615627	0.0704495	0.0523286	0.0605226	0.0610485	-255147.037
8986	0.3480224	0.0602737	0.0779936	0.0615627	0.0725119	0.0571924	0.0605226	0.0610485	-255145.373
8988	0.3167054	0.0562401	0.0727742	0.0676243	0.0777126	0.0612943	0.0675694	0.0621448	-255147.669
8990	0.3167054	0.0575256	0.0727742	0.0676243	0.0800366	0.0564332	0.0675694	0.0621448	-255150.403
8992	0.3167054	0.0575256	0.0684831	0.0676243	0.0771305	0.0613639	0.0675694	0.0660229	-255146.793
8994	0.3608811	0.0623983	0.0780355	0.0601452	0.0687905	0.0538523	0.0592981	0.0579410	-255145.646
8996	0.2968656	0.0519521	0.0661215	0.0709824	0.0811855	0.0672855	0.0699827	0.0683810	-255146.670
8998	0.3618325	0.0668450	0.0782714	0.0629136	0.0685832	0.0533348	0.0572248	0.0577664	-255149.785
9000	0.3618325	0.0668450	0.0782714	0.0596283	0.0685832	0.0533348	0.0584454	0.0577664	-255146.997
9002	0.3426372	0.0584151	0.0741191	0.0629688	0.0724254	0.0563227	0.0610285	0.0610026	-255146.086
9004	0.2933512	0.0500125	0.0673196	0.0735483	0.0873194	0.0657855	0.0712819	0.0712516	-255146.569
9006	0.2933512	0.0531618	0.0651601	0.0720622	0.0873194	0.0688300	0.0712819	0.0695805	-255146.341
9008	0.3012025	0.0531618	0.0658693	0.0736438	0.0821297	0.0688300	0.0712819	0.0666241	-255147.489
9010	0.3605395	0.0636347	0.0770656	0.0596142	0.0686129	0.0575020	0.0579712	0.0556592	-255147.489
9012	0.3048265	0.0538015	0.0651569	0.0733613	0.0826513	0.0680116	0.0685665	0.0698313	-255147.932
9014	0.3561824	0.0601565	0.0794926	0.0627837	0.0683908	0.0503601	0.0599707	0.0597627	-255149.825
9016	0.3561824	0.0601565	0.0794926	0.0601283	0.0682844	0.0546084	0.0599707	0.0597627	-255146.817
9018	0.3165534	0.0548694	0.0687151	0.0682210	0.0748641	0.0598703	0.0657493	0.0655213	-255148.188
9020	0.3098202	0.0521342	0.0683586	0.0718003	0.0813660	0.0630115	0.0691990	0.0658819	-255146.700
9022	0.3098202	0.0521342	0.0717898	0.0686184	0.0767921	0.0648873	0.0668437	0.0658819	-255149.573
9024	0.3098202	0.0521342	0.0671347	0.0686184	0.0849203	0.0648873	0.0688313	0.0689137	-255147.984
9026	0.3579168	0.0629463	0.0772289	0.0596496	0.0738208	0.0574793	0.0604979	0.0592639	-255148.802
9028	0.3486559	0.0629463	0.0772289	0.0614767	0.0738208	0.0545965	0.0604979	0.0592639	-255146.010
9030	0.3486559	0.0661427	0.0739886	0.0614767	0.0692727	0.0545965	0.0617947	0.0592639	-255151.656
9032	0.3057526	0.0507402	0.0694777	0.0714277	0.0804856	0.0634338	0.0694941	0.0688567	-255147.405
9034	0.3331981	0.0567808	0.0755780	0.0638051	0.0752906	0.0566643	0.0647918	0.0615085	-255146.912
9036	0.2792180	0.0506982	0.0585423	0.0787850	0.0907886	0.0624387	0.0762170	0.0741695	-255151.758
9038	0.3145505	0.0570576	0.0723855	0.0683595	0.0767810	0.0587372	0.0679995	0.0643548	-255148.718
9040	0.3032864	0.0527749	0.0670465	0.0695755	0.0836810	0.0597820	0.0692091	0.0654995	-255147.767
9042	0.3447345	0.0599872	0.0762093	0.0612103	0.0706513	0.0573720	0.0593901	0.0637634	-255149.114
9044	0.3336609	0.0541549	0.0732874	0.0681731	0.0756129	0.0614011	0.0635609	0.0655816	-255151.464
9046	0.3243200	0.0584170	0.0732874	0.0648741	0.0801020	0.0614011	0.0658142	0.0636891	-255147.269
9048	0.3243200	0.0584170	0.0732874	0.0648741	0.0770906	0.0614011	0.0658142	0.0636891	-255146.194
9050	0.3619381	0.0636511	0.0800942	0.0583936	0.0664360	0.0509801	0.0602210	0.0582765	-255149.025
9052	0.3302831	0.0580842	0.0730892	0.0639901	0.0769760	0.0597199	0.0636791	0.0601835	-255145.983
9054	0.2970631	0.0536679	0.0675321	0.0692558	0.0833103	0.0646342	0.0689192	0.0645158	-255150.754
9056	0.3496087	0.0635383	0.0773357	0.0604765	0.0727494	0.0564408	0.0601826	0.0598094	-255145.967
9058	0.3496087	0.0563617	0.0773357	0.0604765	0.0727494	0.0576732	0.0609416	0.0598094	-255149.091
9060	0.3496087	0.0585633	0.0773357	0.0604765	0.0676513	0.0576732	0.0609416	0.0598094	-255148.938
9062	0.3318548	0.0590652	0.0734084	0.0611996	0.0772619	0.0607587	0.0642020	0.0630091	-255147.898
9064	0.3237843	0.0590652	0.0734084	0.0643489	0.0772619	0.0607587	0.0642020	0.0609301	-255147.710
9066	0.2676962	0.0491726	0.0581760	0.0824279	0.0976139	0.0734890	0.0800287	0.0736963	-255149.761
9068	0.2970089	0.0537995	0.0636500	0.0753389	0.0811216	0.0671688	0.0731461	0.0673583	-255150.385
9070	0.2898380	0.0520008	0.0644218	0.0753389	0.0853495	0.0707068	0.0731461	0.0673583	-255147.771
9072	0.3486342	0.0612684	0.0759030	0.0639430	0.0695445	0.0554152	0.0595984	0.0571696	-255147.929
9074	0.3556415	0.0643832	0.0774286	0.0586769	0.0681743	0.0543234	0.0584241	0.0582408	-255147.240
9076	0.3422154	0.0606979	0.0756148	0.0622395	0.0723135	0.0576216	0.0619714	0.0617769	-255145.319
9078	0.3422154	0.0606979	0.0756148	0.0622395	0.0720986	0.0576216	0.0631045	0.0617769	-255146.253
9080	0.3422154	0.0615530	0.0756148	0.0622395	0.0749602	0.0576216	0.0626888	0.0617769	-255146.464
9082	0.3422154	0.0580730	0.0756148	0.0661516	0.0749602	0.0592401	0.0626888	0.0617769	-255147.968
9084	0.3422154	0.0597995	0.0756148	0.0613086	0.0749602	0.0488024	0.0610981	0.0591115	-255152.609
9086	0.2864413	0.0514613	0.0617394	0.0782618	0.0868635	0.0700550	0.0739471	0.0724470	-255146.986
9088	0.3341628	0.0560413	0.0705364	0.0637176	0.0760303	0.0586211	0.0624066	0.0634118	-255148.459
9090	0.3566818	0.0611816	0.0770063	0.0610450	0.0696424	0.0536958	0.0589862	0.0580840	-255145.895
9092	0.3655783	0.0611816	0.0770063	0.0587343	0.0668158	0.0536958	0.0589862	0.0580840	-255149.093
9094	0.2942222	0.0527975	0.0634272	0.0739425	0.0887347	0.0668435	0.0716146	0.0705192	-255146.748
9096	0.2942222	0.0493634	0.0634272	0.0739425	0.0887347	0.0668435	0.0716146	0.0705192	-255147.216
9098	0.3423121	0.0608108	0.0737942	0.0639692	0.0762687	0.0574529	0.0615538	0.0606123	-255146.593
9100	0.3001645	0.0544642	0.0679199	0.0729515	0.0869780	0.0617362	0.0701968	0.0691232	-255148.300
9102	0.2989262	0.0495062	0.0641946	0.0684697	0.0916177	0.0617362	0.0701968	0.0691232	-255155.452
9104	0.3413807	0.0587016	0.0733118	0.0639750	0.0802240	0.0540586	0.0614671	0.0653257	-255154.708
9106	0.3143600	0.0540553	0.0708285	0.0694739	0.0855782	0.0587052	0.0667504	0.0654484	-255149.742
9108	0.3275661	0.0583683	0.0697942	0.0684530	0.0791717	0.0612210	0.0614599	0.0628098	-255151.561
9110	0.3628084	0.0675549	0.0794772	0.0618036	0.0667293	0.0552742	0.0576740	0.0567086	-255149.298
9112	0.3551648	0.0632823	0.0794772	0.0618036	0.0702816	0.0552742	0.0598795	0.0599438	-255146.024
9114	0.3469377	0.0632823	0.0741283	0.0635644	0.0702816	0.0552742	0.0598795	0.0599438	-255148.073
9116	0.3639206	0.0662982	0.0776610	0.0606729	0.0715751	0.0527598	0.0571556	0.0607275	-255150.929
9118	0.3160247	0.0575726	0.0674400	0.0648281	0.0799193	0.0607559	0.0661715	0.0659076	-255148.559
9120	0.3434938	0.0583625	0.0733019	0.0647464	0.0778629	0.0589985	0.0588495	0.0606369	-255152.967
9122	0.3994072	0.0660406	0.0829455	0.0544726	0.0633733	0.0477532	0.0549228	0.0535870	-255151.600
9124	0.3854988	0.0701415	0.0829455	0.0544726	0.0633733	0.0477532	0.0549228	0.0535870	-255148.084
9126	0.3425074	0.0609297	0.0709094	0.0613100	0.0706278	0.0534674	0.0618167	0.0603133	-255151.293
9128	0.3425074	0.0609297	0.0793238	0.0637120	0.0702009	0.0516257	0.0618167	0.0603133	-255150.119
9130	0.2954975	0.0513633	0.0648418	0.0721719	0.0832757	0.0652855	0.0733300	0.0715465	-255146.503
9132	0.3300239	0.0587458	0.0716039	0.0625659	0.0776877	0.0566990	0.0664049	0.0647898	-255150.111
9134	0.3429745	0.0638739	0.0742298	0.0631909	0.0714506	0.0554367	0.0610735	0.0595881	-255147.938
9136	0.3497890	0.0638739	0.0794602	0.0594402	0.0714506	0.0585658	0.0596776	0.0595881	-255147.546
9138	0.3218191	0.0576990	0.0717786	0.0668821	0.0795711	0.0590026	0.0660642	0.0659652	-255146.299
9140	0.3218191	0.0544721	0.0717786	0.0668821	0.0835379	0.0637978	0.0660642	0.0659652	-255149.474
9142	0.2806167	0.0514073	0.0635591	0.0755313	0.0880271	0.0671588	0.0746077	0.0744958	-255146.823
9144	0.3177782	0.0582150	0.0689417	0.0614940	0.0777331	0.0593051	0.0686713	0.0657841	-255154.791
9146	0.3177782	0.0590556	0.0708653	0.0646801	0.0777331	0.0593051	0.0671177	0.0637068	-255148.872
9148	0.3276310	0.0628768	0.0721282	0.0635476	0.0763720	0.0569253	0.0627001	0.0625913	-255151.250
9150	0.3372845	0.0628768	0.0745098	0.0635476	0.0736509	0.0569253	0.0627001	0.0625913	-255147.509
9152	0.3304201	0.0586867	0.0752694	0.0647342	0.0765494	0.0563508	0.0638395	0.0619596	-255146.160
9154	0.3006452	0.0519056	0.0641433	0.0656881	0.0806156	0.0688277	0.0701620	0.0680959	-255153.171
9156	0.3006452	0.0533875	0.0677777	0.0705864	0.0906988	0.0624721	0.0684473	0.0720993	-255152.926
9158	0.3006452	0.0533875	0.0677777	0.0705864	0.0906988	0.0683550	0.0697623	0.0720993	-255152.440
9160	0.3359469	0.0567542	0.0769454	0.0650040	0.0748827	0.0540510	0.0639826	0.0635090	-255149.083
9162	0.3354336	0.0600143	0.0769454	0.0618366	0.0758592	0.0540510	0.0639826	0.0574569	-255151.445
9164	0.3611183	0.0636724	0.0776421	0.0588895	0.0722437	0.0543792	0.0592932	0.0597287	-255147.596
9166	0.2881253	0.0518074	0.0644905	0.0763191	0.0887891	0.0668333	0.0728726	0.0699189	-255146.372
9168	0.3198014	0.0558920	0.0690956	0.0674721	0.0762821	0.0635979	0.0665767	0.0618138	-255147.479
9170	0.3262054	0.0575255	0.0734846	0.0643039	0.0742709	0.0609725	0.0642991	0.0672372	-255148.182
9172	0.3262054	0.0575255	0.0734846	0.0639598	0.0742709	0.0642545	0.0642991	0.0672372	-255149.612
9174	0.2890919	0.0537684	0.0651240	0.0756364	0.0838058	0.0693466	0.0703593	0.0716742	-255149.564
9176	0.3638912	0.0657983	0.0796946	0.0591745	0.0659074	0.0525312	0.0574955	0.0556303	-255147.112
9178	0.3268966	0.0589853	0.0721003	0.0626420	0.0766836	0.0585988	0.0641364	0.0633877	-255146.925
9180	0.3268966	0.0589853	0.0704724	0.0663396	0.0766836	0.0623163	0.0641364	0.0633877	-255146.253
9182	0.3576870	0.0608374	0.0789359	0.0592763	0.0710849	0.0556348	0.0572597	0.0584263	-255147.150
9184	0.3066002	0.0561986	0.0687638	0.0719024	0.0795867	0.0638647	0.0679203	0.0670692	-255147.070
9186	0.3208214	0.0606955	0.0704139	0.0676095	0.0749645	0.0623681	0.0640562	0.0654975	-255150.364
9188	0.3282257	0.0583587	0.0694992	0.0676095	0.0807140	0.0623681	0.0640562	0.0654975	-255149.896
9190	0.3452878	0.0618665	0.0754149	0.0623060	0.0762985	0.0574758	0.0614181	0.0603597	-255146.993
9192	0.3141592	0.0546049	0.0737165	0.0689885	0.0792642	0.0678269	0.0660682	0.0649297	-255149.669
9194	0.3056889	0.0546049	0.0665700	0.0714211	0.0792642	0.0678269	0.0682350	0.0683344	-255147.195
9196	0.2755461	0.0492205	0.0600058	0.0792340	0.0879351	0.0712660	0.0779883	0.0758098	-255146.687
9198	0.3136490	0.0560268	0.0651547	0.0696085	0.0820190	0.0626084	0.0667152	0.0666002	-255148.502
9200	0.3087388	0.0560268	0.0683035	0.0696085	0.0846492	0.0626084	0.0693778	0.0666002	-255147.343
9202	0.2964836	0.0538028	0.0655922	0.0754263	0.0881482	0.0651963	0.0722455	0.0671210	-255149.280
9204	0.3405221	0.0602579	0.0753350	0.0631248	0.0743187	0.0513631	0.0629023	0.0615125	-255148.720
9206	0.2940604	0.0520361	0.0650561	0.0768005	0.0864637	0.0591875	0.0728409	0.0728653	-255151.420
9208	0.2940604	0.0520361	0.0650561	0.0768005	0.0864637	0.0591875	0.0728409	0.0677807	-255151.466
9210	0.3158010	0.0558833	0.0698659	0.0672889	0.0805113	0.0607715	0.0678263	0.0681085	-255146.416
9212	0.3180948	0.0514513	0.0698659	0.0710989	0.0805113	0.0607715	0.0678263	0.0681085	-255151.116
9214	0.3143465	0.0538569	0.0698659	0.0750730	0.0805113	0.0649908	0.0678263	0.0613267	-255154.412
9216	0.3131991	0.0538569	0.0698659	0.0709008	0.0805113	0.0612468	0.0678263	0.0632280	-255146.936
9218	0.3121734	0.0536805	0.0696371	0.0664767	0.0832292	0.0614480	0.0680492	0.0652626	-255147.031
9220	0.3642621	0.0647851	0.0795967	0.0598745	0.0728150	0.0537592	0.0580659	0.0570965	-255147.306
9222	0.3642621	0.0647851	0.0795967	0.0598745	0.0700233	0.0537592	0.0599665	0.0570965	-255147.258
9224	0.3674506	0.0653522	0.0802935	0.0593549	0.0667638	0.0532927	0.0591133	0.0566011	-255146.816
9226	0.3520330	0.0603635	0.0764802	0.0606395	0.0682089	0.0544462	0.0603927	0.0566548	-255147.940
9228	0.3014040	0.0549919	0.0647781	0.0715940	0.0805307	0.0642818	0.0691131	0.0693429	-255147.365
9230	0.3375480	0.0615865	0.0725462	0.0639278	0.0769200	0.0579792	0.0617126	0.0619178	-255147.476
9232	0.3375480	0.0615865	0.0725462	0.0639278	0.0750745	0.0579792	0.0599607	0.0619178	-255149.075
9234	0.3375480	0.0615865	0.0725462	0.0639278	0.0731425	0.0579792	0.0629038	0.0619178	-255146.633
9236	0.3693144	0.0645012	0.0809802	0.0572698	0.0694311	0.0563090	0.0563525	0.0521443	-255149.533
9238	0.3129343	0.0563519	0.0728211	0.0675879	0.0762312	0.0588115	0.0665053	0.0661948	-255149.178
9240	0.3625305	0.0636231	0.0773977	0.0598636	0.0675191	0.0593487	0.0571795	0.0599052	-255150.291
9242	0.2992219	0.0525126	0.0674548	0.0725294	0.0852963	0.0650833	0.0692774	0.0678787	-255145.805
9244	0.3540627	0.0651407	0.0798178	0.0612953	0.0681130	0.0550026	0.0572262	0.0573650	-255149.196
9246	0.3622854	0.0671765	0.0798178	0.0612953	0.0681130	0.0550026	0.0580769	0.0553063	-255148.185
9248	0.3568590	0.0651430	0.0798178	0.0592361	0.0701795	0.0550026	0.0580769	0.0553063	-255147.232
9250	0.3055701	0.0526320	0.0683461	0.0691787	0.0819589	0.0721252	0.0691663	0.0684498	-255149.037
9252	0.3020664	0.0511702	0.0693073	0.0721934	0.0835542	0.0672184	0.0706824	0.0684498	-255147.004
9254	0.3020664	0.0511702	0.0670188	0.0706107	0.0835542	0.0620363	0.0706824	0.0684498	-255146.192
9256	0.3020664	0.0481924	0.0678222	0.0736372	0.0835542	0.0689004	0.0706824	0.0660048	-255152.048
9258	0.2985859	0.0506262	0.0670408	0.0744955	0.0849071	0.0623128	0.0715063	0.0717284	-255147.794
9260	0.3124088	0.0529699	0.0701444	0.0673517	0.0811503	0.0623117	0.0683424	0.0685547	-255146.691
9262	0.3569279	0.0605183	0.0801402	0.0617052	0.0723752	0.0510580	0.0598181	0.0600039	-255148.607
9264	0.3033736	0.0498277	0.0681157	0.0725980	0.0851516	0.0622757	0.0703778	0.0675426	-255148.525
9266	0.2980325	0.0498277	0.0683894	0.0725980	0.0863394	0.0622757	0.0703778	0.0675426	-255148.540
9268	0.3577523	0.0621635	0.0780788	0.0597457	0.0687036	0.0523373	0.0586296	0.0562677	-255146.501
9270	0.3300345	0.0602371	0.0729484	0.0639476	0.0777583	0.0611359	0.0627530	0.0602250	-255147.765
9272	0.3359891	0.0572660	0.0743811	0.0639476	0.0729521	0.0611359	0.0627530	0.0602250	-255146.443
9274	0.3359891	0.0604391	0.0743811	0.0623354	0.0729521	0.0562280	0.0627530	0.0639307	-255147.053
9276	0.2792545	0.0502334	0.0618212	0.0783726	0.0877733	0.0719472	0.0745061	0.0735951	-255146.086
9278	0.3356476	0.0582936	0.0742634	0.0638309	0.0772075	0.0588305	0.0625525	0.0634193	-255145.956
9280	0.3312723	0.0582936	0.0769238	0.0638309	0.0772075	0.0588305	0.0625525	0.0617809	-255147.127
9282	0.3034273	0.0542132	0.0690366	0.0711233	0.0829173	0.0655517	0.0696990	0.0648859	-255146.864
9284	0.3034273	0.0542132	0.0694050	0.0711233	0.0821321	0.0620736	0.0696990	0.0687594	-255146.249
9286	0.3036885	0.0509534	0.0694050	0.0718856	0.0849083	0.0620736	0.0696990	0.0687594	-255147.564
9288	0.3036885	0.0509159	0.0690830	0.0718856	0.0839407	0.0620736	0.0696990	0.0687594	-255147.041
9290	0.3624244	0.0643723	0.0801387	0.0592939	0.0679988	0.0542705	0.0574903	0.0567153	-255145.232
9292	0.3195465	0.0527073	0.0706576	0.0645979	0.0802819	0.0615527	0.0652046	0.0665220	-255149.102
9294	0.3260512	0.0560314	0.0706576	0.0686976	0.0776219	0.0579163	0.0652046	0.0607822	-255147.954
9296	0.3192079	0.0530943	0.0706576	0.0657632	0.0776219	0.0648570	0.0652046	0.0662619	-255148.266
9298	0.3192079	0.0530943	0.0713424	0.0677904	0.0803151	0.0648570	0.0652046	0.0662619	-255147.833
9300	0.3318943	0.0562085	0.0755269	0.0677631	0.0758653	0.0644634	0.0635367	0.0625908	-255149.378
9302	0.3008602	0.0525426	0.0636914	0.0724908	0.0867119	0.0689609	0.0712410	0.0664509	-255148.909
9304	0.2868977	0.0525426	0.0636914	0.0761442	0.0888027	0.0671597	0.0712410	0.0724030	-255147.670
9306	0.3257861	0.0567408	0.0723247	0.0670550	0.0751756	0.0591430	0.0657196	0.0599127	-255147.616
9308	0.3257861	0.0530995	0.0723247	0.0642246	0.0726259	0.0591430	0.0657196	0.0647647	-255151.392
9310	0.3257861	0.0552863	0.0696597	0.0634184	0.0760402	0.0549024	0.0657196	0.0647647	-255150.618
9312	0.3257861	0.0583593	0.0750585	0.0684620	0.0760402	0.0549024	0.0655262	0.0649194	-255150.269
9314	0.3455427	0.0623894	0.0769097	0.0610513	0.0729602	0.0567487	0.0605632	0.0600024	-255145.555
9316	0.3532300	0.0622669	0.0746922	0.0611714	0.0688052	0.0568603	0.0606824	0.0601204	-255147.744
9318	0.3461966	0.0589564	0.0792454	0.0590585	0.0733439	0.0568603	0.0584559	0.0601204	-255150.254
9320	0.3011896	0.0499513	0.0671414	0.0697053	0.0800372	0.0684332	0.0711659	0.0709587	-255149.467
9322	0.3131161	0.0565863	0.0678613	0.0682531	0.0802817	0.0643717	0.0669422	0.0668177	-255145.993
9324	0.3131161	0.0565863	0.0678613	0.0682531	0.0820818	0.0643717	0.0694778	0.0668177	-255147.917
9326	0.2926042	0.0509115	0.0649796	0.0750273	0.0836878	0.0672264	0.0725590	0.0697810	-255145.575
