Gen	t_n5	t_n6	t_n7	mu1	mu2	mu3	mu4	mu5	sigma2_1	sigma2_2	sigma2_3	sigma2_4	sigma2_5	lnL
69320	0.3026356	0.0503371	0.0661138	0.0837150	0.0838124	0.0595119	0.0695417	0.0599219	0.0260288	0.0469735	0.0021102	0.0011747	0.0349742	-255118.637
69325	0.3204872	0.0523163	0.0703533	0.0724750	0.0886268	0.0572604	0.0669109	0.0770439	0.0367198	0.0275579	0.0012907	0.0031360	0.0349742	-255119.517
69330	0.3523356	0.0585017	0.0689542	0.0802875	0.0718473	0.0541254	0.0632475	0.0598453	0.0329162	0.0168811	0.0012678	0.0069558	0.0018632	-255126.670
69335	0.3304764	0.0537672	0.0651722	0.0662182	0.0926015	0.0572663	0.0738943	0.0633182	0.0241906	0.0443588	0.0044143	0.0154106	0.0014647	-255124.133
69340	0.3628641	0.0598777	0.0717413	0.0652321	0.0737981	0.0506950	0.0609233	0.0555177	0.0153318	0.0089671	0.0060933	0.0154106	0.0030350	-255131.321
69345	0.3456518	0.0579832	0.0709849	0.0693871	0.0784987	0.0539240	0.0648038	0.0609922	0.0743948	0.0241888	0.0060933	0.0145927	0.0425758	-255124.896
69350	0.3198753	0.0563141	0.0725008	0.0696406	0.0768153	0.0567504	0.0667286	0.0545155	0.0217712	0.0061531	0.0008384	0.0145927	0.0075901	-255127.171
69355	0.2809313	0.0542980	0.0635776	0.0794147	0.0875965	0.0647154	0.0729843	0.0621668	0.0217712	0.0114362	0.0011703	0.0210361	0.0313156	-255120.638
69360	0.3325015	0.0640669	0.0746251	0.0637898	0.0818255	0.0519826	0.0586246	0.0523980	0.0217712	0.0361693	0.0015462	0.0407410	0.0313156	-255124.456
69365	0.2859605	0.0545012	0.0646798	0.0851161	0.0818301	0.0599755	0.0676388	0.0595560	0.0563259	0.0179206	0.0163562	0.0088884	0.0313156	-255118.977
69370	0.3402611	0.0598538	0.0723120	0.0722339	0.0800034	0.0479902	0.0597766	0.0480274	0.0318217	0.0443889	0.0874186	0.0141269	0.1035539	-255123.689
69375	0.3400740	0.0667013	0.0755886	0.0688095	0.0698733	0.0538363	0.0609182	0.0591231	0.0947926	0.0178546	0.0510049	0.0157212	0.1035539	-255120.815
69380	0.2751956	0.0484901	0.0639738	0.0938209	0.0882436	0.0775792	0.0800827	0.0732182	0.0781619	0.0057076	0.0096147	0.0148454	0.0640050	-255125.087
69385	0.2803497	0.0515746	0.0716177	0.0790525	0.0866213	0.0694191	0.0708685	0.0715461	0.0498112	0.0101713	0.0138960	0.0083522	0.0640050	-255116.456
69390	0.2796342	0.0490878	0.0685097	0.0706839	0.0900737	0.0721859	0.0600049	0.0757608	0.0498112	0.0076497	0.0045500	0.0440335	0.1460715	-255124.761
69395	0.3175472	0.0569441	0.0761512	0.0642111	0.0776466	0.0622268	0.0638550	0.0726455	0.0283399	0.0255344	0.0117483	0.0135496	0.1460715	-255122.152
69400	0.2941397	0.0520588	0.0672574	0.0832672	0.0833797	0.0668213	0.0697938	0.0770430	0.0471186	0.0173417	0.0322130	0.0135496	0.0146818	-255123.382
69405	0.2672256	0.0498996	0.0641689	0.0845679	0.0901818	0.0789391	0.0659367	0.0766613	0.0739797	0.0287732	0.0329539	0.0257796	0.0751891	-255119.185
69410	0.3861782	0.0683039	0.0773775	0.0639153	0.0769062	0.0489961	0.0527045	0.0594641	0.0739797	0.0287732	0.0131471	0.0257796	0.0751891	-255120.208
69415	0.3778423	0.0636866	0.0693662	0.0695487	0.0800480	0.0578867	0.0556994	0.0500486	0.0461642	0.0421134	0.0712560	0.0332577	0.0396575	-255123.988
69420	0.3873536	0.0670481	0.0710663	0.0683967	0.0644814	0.0494712	0.0612018	0.0586087	0.0461642	0.0307768	0.0069316	0.0197871	0.0130026	-255126.459
69425	0.3228944	0.0621433	0.0697652	0.0614506	0.0800342	0.0562901	0.0625539	0.0558094	0.0200662	0.0588644	0.0154816	0.0131545	0.0368212	-255122.769
69430	0.3760685	0.0687250	0.0781819	0.0580731	0.0847301	0.0502303	0.0558197	0.0592681	0.0016014	0.0414669	0.0064720	0.0062889	0.0213811	-255129.497
69435	0.3708947	0.0716485	0.0747082	0.0670020	0.0695847	0.0577566	0.0500242	0.0577949	0.0309241	0.0645648	0.0813519	0.0553997	0.0213811	-255120.582
69440	0.3336615	0.0643907	0.0658840	0.0740988	0.0805387	0.0607237	0.0608699	0.0633023	0.0481319	0.0683193	0.0386364	0.0455720	0.0157138	-255116.942
69445	0.3461344	0.0626446	0.0687381	0.0595204	0.0773060	0.0588031	0.0644437	0.0671396	0.0481319	0.0683193	0.0463762	0.0159173	0.0088034	-255124.074
69450	0.4019046	0.0621829	0.0773971	0.0528614	0.0621847	0.0525023	0.0502358	0.0545049	0.1532458	0.0683193	0.0406039	0.0159127	0.0179480	-255121.220
69455	0.3679862	0.0583879	0.0732818	0.0903632	0.0666601	0.0616572	0.0475445	0.0583092	0.1532458	0.0439707	0.0406039	0.0701622	0.0179480	-255121.369
69460	0.2961718	0.0503436	0.0669317	0.1048022	0.0758246	0.0806518	0.0700913	0.0676263	0.1532458	0.0439707	0.0398575	0.0145754	0.0065268	-255120.553
69465	0.3599708	0.0576934	0.0798167	0.0796025	0.0715160	0.0528687	0.0664390	0.0583215	0.1107544	0.0403410	0.0339672	0.0705349	0.0022944	-255120.690
69470	0.3315067	0.0516273	0.0668518	0.0762713	0.0799189	0.0590806	0.0635506	0.0651741	0.0452577	0.0129518	0.0094787	0.0074729	0.0048814	-255125.337
69475	0.3115126	0.0498020	0.0665427	0.0967821	0.1022872	0.0610539	0.0656732	0.0702092	0.0527823	0.0581855	0.0031928	0.0015926	0.0147204	-255125.080
69480	0.3202830	0.0506647	0.0734888	0.0613516	0.0744335	0.0669613	0.0645549	0.0706008	0.0527823	0.1382788	0.0174246	0.0084198	0.1183686	-255119.915
69485	0.3459887	0.0486130	0.0793330	0.0713230	0.0777461	0.0528435	0.0667204	0.0512430	0.0393528	0.0426663	0.0294455	0.0069474	0.0329056	-255125.975
69490	0.3382688	0.0534137	0.0746693	0.0623538	0.0708303	0.0528435	0.0605054	0.0749862	0.0393528	0.0180450	0.0036263	0.0020828	0.0329056	-255127.363
69495	0.2937429	0.0500432	0.0657128	0.0724558	0.0855883	0.0600460	0.0712508	0.0751108	0.0097628	0.0143516	0.0077377	0.0127924	0.0092246	-255127.958
69500	0.3533414	0.0602095	0.0767323	0.0778425	0.0780850	0.0487478	0.0640750	0.0546309	0.0209357	0.0410684	0.0171006	0.0127924	0.0092246	-255119.390
69505	0.3636278	0.0607413	0.0789977	0.0598401	0.0651311	0.0513252	0.0571714	0.0577512	0.0209357	0.0716517	0.0233806	0.0091879	0.0041217	-255121.938
69510	0.3178748	0.0542625	0.0694185	0.0817882	0.0790439	0.0513863	0.0659223	0.0610588	0.0950583	0.0531322	0.0671418	0.0099012	0.0509021	-255118.662
69515	0.3427788	0.0611604	0.0750469	0.0825786	0.0749340	0.0593644	0.0613289	0.0576447	0.0950583	0.0531322	0.0671418	0.0357058	0.0509021	-255119.580
69520	0.3032307	0.0557440	0.0627005	0.0923933	0.0741753	0.0613578	0.0823119	0.0665019	0.0351279	0.0987439	0.0671418	0.1064381	0.1058371	-255121.576
69525	0.2952366	0.0538215	0.0666504	0.0818539	0.0886551	0.0570489	0.0839053	0.0579354	0.0355383	0.0564748	0.0118937	0.0458102	0.0410347	-255117.617
69530	0.3391305	0.0645933	0.0774701	0.0682037	0.0738708	0.0601818	0.0626282	0.0555594	0.0287565	0.0383489	0.0157816	0.0165434	0.0221774	-255118.658
69535	0.3441232	0.0614143	0.0785880	0.0672336	0.0728200	0.0553466	0.0581834	0.0547691	0.0135550	0.0091245	0.0039090	0.0064912	0.0221774	-255124.280
69540	0.2701534	0.0499852	0.0604945	0.0873426	0.1008832	0.0688737	0.0755856	0.0711501	0.0123991	0.0175980	0.0048763	0.0115842	0.0107677	-255118.315
69545	0.2731863	0.0499852	0.0604945	0.0873426	0.0938345	0.0688737	0.0745582	0.0711501	0.0496576	0.0437633	0.0196273	0.0063331	0.0125188	-255116.705
69550	0.3465412	0.0613765	0.0799188	0.0621441	0.0791912	0.0529823	0.0587760	0.0560892	0.0406095	0.0437633	0.0250960	0.0072290	0.0125188	-255123.751
69555	0.3451908	0.0666209	0.0721919	0.0623872	0.0687621	0.0612367	0.0590059	0.0612665	0.0563334	0.0437633	0.0250960	0.0153369	0.0265383	-255132.136
69560	0.3485061	0.0673258	0.0790441	0.0642628	0.0663758	0.0526545	0.0667060	0.0590557	0.0155106	0.0195826	0.0081000	0.0365129	0.0265383	-255120.935
69565	0.3448961	0.0665648	0.0754077	0.0646327	0.0790846	0.0561451	0.0593038	0.0605828	0.0258701	0.0305788	0.0081000	0.0365129	0.3207224	-255121.470
69570	0.3362023	0.0718802	0.0740967	0.0647815	0.0867502	0.0613768	0.0567039	0.0580788	0.0145063	0.0328259	0.0040733	0.0276537	0.0365947	-255125.223
69575	0.3113041	0.0614517	0.0731869	0.0681853	0.0716839	0.0646016	0.0599129	0.0561220	0.0016410	0.0140719	0.0031181	0.0308427	0.0196046	-255124.262
69580	0.3157580	0.0546974	0.0681918	0.0676686	0.0811639	0.0641121	0.0649789	0.0631278	0.0227621	0.0140719	0.0013048	0.0308427	0.0097195	-255120.063
69585	0.3557132	0.0587553	0.0768206	0.0600678	0.0720472	0.0569108	0.0576802	0.0509170	0.0396127	0.0401093	0.0010546	0.0054890	0.0183217	-255120.521
69590	0.3312644	0.0538649	0.0719664	0.0604341	0.0721702	0.0620778	0.0637718	0.0666949	0.0396127	0.0329200	0.0012551	0.0025124	0.0360456	-255122.357
69595	0.3229151	0.0597443	0.0711147	0.0674115	0.0717589	0.0626437	0.0643531	0.0653790	0.0239800	0.0641613	0.0030012	0.0075730	0.0138199	-255119.821
69600	0.3093698	0.0537631	0.0724231	0.0754467	0.0823274	0.0626437	0.0643531	0.0648520	0.0182458	0.0120004	0.0019261	0.0075730	0.0077908	-255119.722
69605	0.3224599	0.0590486	0.0727231	0.0686934	0.0856649	0.0570363	0.0627083	0.0590470	0.0133878	0.0120004	0.0052915	0.0096478	0.0216387	-255126.036
69610	0.3327822	0.0591436	0.0712850	0.0686934	0.0741593	0.0570363	0.0627083	0.0589007	0.0273964	0.0124526	0.0017662	0.0040093	0.0499116	-255116.705
69615	0.2888051	0.0507157	0.0606343	0.0787399	0.0953529	0.0653780	0.0706628	0.0675150	0.0119301	0.0088823	0.0017662	0.0168536	0.0189102	-255116.633
69620	0.3178625	0.0581852	0.0695646	0.0686316	0.0774998	0.0569851	0.0667000	0.0695075	0.1022019	0.0475513	0.0057978	0.0328321	0.0189102	-255122.567
69625	0.3378691	0.0562152	0.0738309	0.0553430	0.0689473	0.0639170	0.0618850	0.0653917	0.0467945	0.0263070	0.0153871	0.0065857	0.0033546	-255129.400
69630	0.3545619	0.0606482	0.0773370	0.0633087	0.0735148	0.0535388	0.0586963	0.0583454	0.0467945	0.0061597	0.0037665	0.0036293	0.0056024	-255125.047
69635	0.3710461	0.0633313	0.0789845	0.0638919	0.0719814	0.0524220	0.0574719	0.0571284	0.0995532	0.0041861	0.0037665	0.0239722	0.0085392	-255126.345
69640	0.3326678	0.0544010	0.0683343	0.1191740	0.0719403	0.0521923	0.0628298	0.0653036	0.0995532	0.0319858	0.0191316	0.0239722	0.0113985	-255115.052
69645	0.3236388	0.0523867	0.0669977	0.0914755	0.0864722	0.0668902	0.0640832	0.0607319	0.0758510	0.0192996	0.0486463	0.0022218	0.0364002	-255126.081
69650	0.3495218	0.0524743	0.0746888	0.0726710	0.0795876	0.0615646	0.0589812	0.0702394	0.1301365	0.0727847	0.0036399	0.0114480	0.0199103	-255119.347
69655	0.3544428	0.0549484	0.0769925	0.0742771	0.0704589	0.0615646	0.0589812	0.0599658	0.0614681	0.1448025	0.0073999	0.0065716	0.0199103	-255128.353
69660	0.3272757	0.0560935	0.0710912	0.0669423	0.0739226	0.0666751	0.0638772	0.0609114	0.0197167	0.0100030	0.0073999	0.0204594	0.0199103	-255120.810
69665	0.2597559	0.0479951	0.0577104	0.0923508	0.1018446	0.0749394	0.0764310	0.0750345	0.0327659	0.0244683	0.0078445	0.0244550	0.0133119	-255117.726
69670	0.3217651	0.0636814	0.0754593	0.0624660	0.0823479	0.0623650	0.0657751	0.0606702	0.0274850	0.0658538	0.0221664	0.0124119	0.0192021	-255128.239
69675	0.2752622	0.0507585	0.0679029	0.0789669	0.0727478	0.0671112	0.0712069	0.0703029	0.0062334	0.0265763	0.0066470	0.0252998	0.0347779	-255124.378
69680	0.3478925	0.0593473	0.0797950	0.0752124	0.0719927	0.0544869	0.0597543	0.0649786	0.0488543	0.0265763	0.0066470	0.0045275	0.0347779	-255126.135
69685	0.3263052	0.0583052	0.0703332	0.0661601	0.0906164	0.0663124	0.0672243	0.0547214	0.0190073	0.0199290	0.0066470	0.0290834	0.0245180	-255126.261
69690	0.3263052	0.0527733	0.0690375	0.0653331	0.0797210	0.0580073	0.0687106	0.0639818	0.0494674	0.0199290	0.0066470	0.0081771	0.0086322	-255124.819
69695	0.3292515	0.0556642	0.0697047	0.0755065	0.0755928	0.0640518	0.0657141	0.0639818	0.0494674	0.0199290	0.0066470	0.0089374	0.0124942	-255119.126
69700	0.3398930	0.0602514	0.0737501	0.0717516	0.0718336	0.0608665	0.0624462	0.0558473	0.0494674	0.0212193	0.0113585	0.0197449	0.0058633	-255120.862
69705	0.3565386	0.0601055	0.0749968	0.0593294	0.0664035	0.0562655	0.0624725	0.0516257	0.0494674	0.0212193	0.0423077	0.0197449	0.0119989	-255125.699
69710	0.3399271	0.0599470	0.0674346	0.0786724	0.0689969	0.0568088	0.0611571	0.0561327	0.0344119	0.0451362	0.0123879	0.0182391	0.0119989	-255116.413
69715	0.3163203	0.0532177	0.0601826	0.0893721	0.0886166	0.0636543	0.0696847	0.0628967	0.0524977	0.0312986	0.0130312	0.0182391	0.0036422	-255118.366
69720	0.3137404	0.0517209	0.0615765	0.0907753	0.0867795	0.0752066	0.0685387	0.0638843	0.0183949	0.0323528	0.0053814	0.0410567	0.0207104	-255122.419
69725	0.3739604	0.0636270	0.0748540	0.0603280	0.0599556	0.0579679	0.0585018	0.0586586	0.0541121	0.1132658	0.0059707	0.0179783	0.0550468	-255119.610
69730	0.3191552	0.0534511	0.0644194	0.0822879	0.0873754	0.0687918	0.0703717	0.0666231	0.1419647	0.1134377	0.0120087	0.0179783	0.0550468	-255121.514
69735	0.4256230	0.0641958	0.0823237	0.0628991	0.0667878	0.0525830	0.0581991	0.0484398	0.0502975	0.0100168	0.0039016	0.0532751	0.0139924	-255122.521
69740	0.3955577	0.0592797	0.0742317	0.0786756	0.0688115	0.0565796	0.0525217	0.0578659	0.1121594	0.0347335	0.0055478	0.0114168	0.0628886	-255122.999
69745	0.3732367	0.0559346	0.0700429	0.0649991	0.0729267	0.0599633	0.0599481	0.0555360	0.0557529	0.0730408	0.0143084	0.0152385	0.0452215	-255120.714
69750	0.3999076	0.0599316	0.0739869	0.0656876	0.0824237	0.0508259	0.0526890	0.0574757	0.1409071	0.0594375	0.0456308	0.0068074	0.0192815	-255122.280
69755	0.4101740	0.0624576	0.0806826	0.0657041	0.0662584	0.0466080	0.0519284	0.0450915	0.1409071	0.1508070	0.0284574	0.0077853	0.0163287	-255120.669
69760	0.3834974	0.0640324	0.0761649	0.0675931	0.0740142	0.0459294	0.0595131	0.0512286	0.0346067	0.0179093	0.0285707	0.0146268	0.0340218	-255128.741
69765	0.3269193	0.0530990	0.0621475	0.0766212	0.0822515	0.0665435	0.0668706	0.0667329	0.0346067	0.0522856	0.0285707	0.0382084	0.0279894	-255122.625
69770	0.3455225	0.0552410	0.0731236	0.0642400	0.0769560	0.0580685	0.0577498	0.0524724	0.0252745	0.0075288	0.0285707	0.0239302	0.0355934	-255118.040
69775	0.3185549	0.0530376	0.0694938	0.0698303	0.0836529	0.0689842	0.0626994	0.0654001	0.0252745	0.0110032	0.0106588	0.0046782	0.0055057	-255120.144
69780	0.3129577	0.0527282	0.0759753	0.0896583	0.0836529	0.0624134	0.0664677	0.0624254	0.0896887	0.0029589	0.0087233	0.0024493	0.0327641	-255123.329
69785	0.3493669	0.0563641	0.0768916	0.0513295	0.0734032	0.0496306	0.0583236	0.0647523	0.0896887	0.0044066	0.0177078	0.0145602	0.0327641	-255125.677
69790	0.3749750	0.0652672	0.0814377	0.0637120	0.0677980	0.0462412	0.0543405	0.0523700	0.0505611	0.0044066	0.0023752	0.0059928	0.0327641	-255121.441
69795	0.3724906	0.0627106	0.0809460	0.0656959	0.0699091	0.0511413	0.0560326	0.0540007	0.0116872	0.0230511	0.0015421	0.0027297	0.0259553	-255122.927
69800	0.3250364	0.0562762	0.0715836	0.0744490	0.0767264	0.0617485	0.0634982	0.0664591	0.0221450	0.0123476	0.0024232	0.0059619	0.0259553	-255117.894
69805	0.3076897	0.0521334	0.0661914	0.0735185	0.0948028	0.0680005	0.0707241	0.0721885	0.0221450	0.0247437	0.0033239	0.0059619	0.0104346	-255123.829
69810	0.3642264	0.0565915	0.0781268	0.0616702	0.0690952	0.0570415	0.0565745	0.0605546	0.0471646	0.0220261	0.0018390	0.0107416	0.0224173	-255121.463
69815	0.3720649	0.0580648	0.0798081	0.0701841	0.0738375	0.0558398	0.0553826	0.0543094	0.0471646	0.0262664	0.0051924	0.0015447	0.0049012	-255122.144
69820	0.3383884	0.0513713	0.0724220	0.0692047	0.0723410	0.0673296	0.0625988	0.0575122	0.0623217	0.0705528	0.0139824	0.0015447	0.0191760	-255118.440
69825	0.3383884	0.0543816	0.0742183	0.0590958	0.0845502	0.0708415	0.0625988	0.0627273	0.1549549	0.0889638	0.0268613	0.0015447	0.0597190	-255118.593
69830	0.3582277	0.0564669	0.0755525	0.0654837	0.0814278	0.0550032	0.0602870	0.0604108	0.0511188	0.0294802	0.0134931	0.0050009	0.0343933	-255121.284
69835	0.3114772	0.0495820	0.0578097	0.0839811	0.0927347	0.0626408	0.0665034	0.0619621	0.0409316	0.0174906	0.0346513	0.0088454	0.0268506	-255119.941
69840	0.4176815	0.0685333	0.0788667	0.0558748	0.0641691	0.0531422	0.0488040	0.0538019	0.0409316	0.0493796	0.0156123	0.0144525	0.0069766	-255120.053
69845	0.3191471	0.0505108	0.0656794	0.0771522	0.0896315	0.0692453	0.0633501	0.0701050	0.0409316	0.0112012	0.0156123	0.0259844	0.0130041	-255123.276
69850	0.3443074	0.0599248	0.0741410	0.0683469	0.0794019	0.0619714	0.0573187	0.0571407	0.0409316	0.0112012	0.0146979	0.0393289	0.0117299	-255125.825
69855	0.3103420	0.0571349	0.0670346	0.0690868	0.0814108	0.0684818	0.0722224	0.0556550	0.0140180	0.0326662	0.0146979	0.0271427	0.0337272	-255122.961
69860	0.3413349	0.0574119	0.0731283	0.0633299	0.0749418	0.0617279	0.0649517	0.0559656	0.0140180	0.0326662	0.0486467	0.0129177	0.0104804	-255123.113
69865	0.3201964	0.0546666	0.0653810	0.0808611	0.0771247	0.0642796	0.0741083	0.0625972	0.0627107	0.0302273	0.0132134	0.0129177	0.0104804	-255124.410
69870	0.3499796	0.0614264	0.0796269	0.0720388	0.0700520	0.0538389	0.0628760	0.0597493	0.0627107	0.0123920	0.0132134	0.0129177	0.0044164	-255123.478
69875	0.3311029	0.0534773	0.0675097	0.0840219	0.0773749	0.0594670	0.0785635	0.0659952	0.0627107	0.0205930	0.0310247	0.0345824	0.0044164	-255119.378
69880	0.3311029	0.0534773	0.0704811	0.0762777	0.0710382	0.0538778	0.0736006	0.0659952	0.0627107	0.0132831	0.0184514	0.0167496	0.0276658	-255128.301
69885	0.2882192	0.0483358	0.0662928	0.0847414	0.0698173	0.0669241	0.0720697	0.0701648	0.0333004	0.0602679	0.0181227	0.0016496	0.0065661	-255126.858
69890	0.2938973	0.0485956	0.0638943	0.0762261	0.0841582	0.0609877	0.0716845	0.0697898	0.1545480	0.0602679	0.0448015	0.0011987	0.0045526	-255120.610
69895	0.3658589	0.0586297	0.0783986	0.0776364	0.0755364	0.0494922	0.0581727	0.0566351	0.0838635	0.0253630	0.0295214	0.0004743	0.0072324	-255121.174
69900	0.3497087	0.0598447	0.0780983	0.0634866	0.0710830	0.0586658	0.0608955	0.0568529	0.0282734	0.0260325	0.0179067	0.0044608	0.0030071	-255121.294
69905	0.3572799	0.0610425	0.0739707	0.0636509	0.0731933	0.0588175	0.0625671	0.0570000	0.0282734	0.0260325	0.0363071	0.0143302	0.0073053	-255120.381
69910	0.3523492	0.0561129	0.0682443	0.0666528	0.0889230	0.0615914	0.0681789	0.0596882	0.0555840	0.0653480	0.0184564	0.0399157	0.0073053	-255116.017
69915	0.3547871	0.0560967	0.0741304	0.0588723	0.0784355	0.0595007	0.0606859	0.0576620	0.0555840	0.0352666	0.0277137	0.0378842	0.0021360	-255121.983
69920	0.3395649	0.0561333	0.0679320	0.0668109	0.0836854	0.0634832	0.0629909	0.0615215	0.0864991	0.0853501	0.0476325	0.0151303	0.0051406	-255119.503
69925	0.3704511	0.0540839	0.0771844	0.0604212	0.0716733	0.0517056	0.0609776	0.0575090	0.2988538	0.0278325	0.0404220	0.0134765	0.0018416	-255120.592
69930	0.3679857	0.0553374	0.0698820	0.0712859	0.0815035	0.0618657	0.0548163	0.0575090	0.0438993	0.0638359	0.0727674	0.0131055	0.0208405	-255117.386
69935	0.3673738	0.0547310	0.0692526	0.0847554	0.0711681	0.0662237	0.0593308	0.0599151	0.1211293	0.0638359	0.0231871	0.0039808	0.0026488	-255120.633
69940	0.3290599	0.0513387	0.0659719	0.0778648	0.0910319	0.0740466	0.0654942	0.0661392	0.0546589	0.0677924	0.0878671	0.0100444	0.0026488	-255119.994
69945	0.3885348	0.0571258	0.0770562	0.0661590	0.0662834	0.0460718	0.0556482	0.0573528	0.0546589	0.0247542	0.0252770	0.0086378	0.0053321	-255121.550
69950	0.3388476	0.0527863	0.0676834	0.0650732	0.0833109	0.0671263	0.0652132	0.0825364	0.2140237	0.0436563	0.0147037	0.0086378	0.1169464	-255120.215
69955	0.3444138	0.0555210	0.0738005	0.0563997	0.0788547	0.0681120	0.0617250	0.0601221	0.0541799	0.0343728	0.0147037	0.0038034	0.0090735	-255118.395
69960	0.3444138	0.0498229	0.0809008	0.0733142	0.0721047	0.0597705	0.0647307	0.0549523	0.0541799	0.0343728	0.0021718	0.0186706	0.0475822	-255127.466
69965	0.3549605	0.0549246	0.0783279	0.0733142	0.0657389	0.0597705	0.0608051	0.0599637	0.0541799	0.0494298	0.0008231	0.0020868	0.0143801	-255122.986
69970	0.3149256	0.0504001	0.0685186	0.0701415	0.0871512	0.0688847	0.0700770	0.0622237	0.0541799	0.0872755	0.0086042	0.0104859	0.0048556	-255122.308
69975	0.3451218	0.0615658	0.0739038	0.0518550	0.0753969	0.0560046	0.0618293	0.0549002	0.0307987	0.0151135	0.0038368	0.0044626	0.0048556	-255119.624
69980	0.3589674	0.0552174	0.0781347	0.0660185	0.0658299	0.0560046	0.0575602	0.0549002	0.0307987	0.0228071	0.0072850	0.0003969	0.0125395	-255121.868
69985	0.3622733	0.0583697	0.0769918	0.0821571	0.0664000	0.0554936	0.0570350	0.0617369	0.0940977	0.0228071	0.0058291	0.0032212	0.0180577	-255119.672
69990	0.3558726	0.0583697	0.0753275	0.0754256	0.0812659	0.0514563	0.0531396	0.0584683	0.0779180	0.0311445	0.0150000	0.0254619	0.0048793	-255122.482
69995	0.3497198	0.0658107	0.0740252	0.0662426	0.0815673	0.0523616	0.0581914	0.0594969	0.0245551	0.0311445	0.0063727	0.0072638	0.0161485	-255123.671
70000	0.3343406	0.0598187	0.0758004	0.0662426	0.0738242	0.0638738	0.0590092	0.0602913	0.0245551	0.0063815	0.0109938	0.0113730	0.0082470	-255124.369
70005	0.3297033	0.0575579	0.0755816	0.0688445	0.0767239	0.0615560	0.0660230	0.0614676	0.1004345	0.0212424	0.0430813	0.0238474	0.0846494	-255123.327
70010	0.3034842	0.0530844	0.0737077	0.0748092	0.0747521	0.0658590	0.0640552	0.0773357	0.0926737	0.0039119	0.0430813	0.0131159	0.0846494	-255117.277
70015	0.3102140	0.0556010	0.0786173	0.0748092	0.0747521	0.0646574	0.0658618	0.0564080	0.0252769	0.0033873	0.0430813	0.0364589	0.0846494	-255120.654
70020	0.3180065	0.0538483	0.0791275	0.0573697	0.0742701	0.0749601	0.0779708	0.0591283	0.0601616	0.0120719	0.3412072	0.0996094	0.0846494	-255119.860
70025	0.2983697	0.0528367	0.0742414	0.0986026	0.0791581	0.0667089	0.0651545	0.0639009	0.1216589	0.0105479	0.3412072	0.0397645	0.2249239	-255124.300
70030	0.3091793	0.0500337	0.0771572	0.0904368	0.0791581	0.0667089	0.0692865	0.0639009	0.1216589	0.0047576	0.0672827	0.0586216	0.0489614	-255125.041
70035	0.3112617	0.0500337	0.0810252	0.0766594	0.0791581	0.0764460	0.0581828	0.0653092	0.0606795	0.0044275	0.0672827	0.0148947	0.0577717	-255118.235
70040	0.2804230	0.0481499	0.0727893	0.0853332	0.0881146	0.0801966	0.0699983	0.0854575	0.0606795	0.0089882	0.0445322	0.0050421	0.1479957	-255118.881
70045	0.2835642	0.0507859	0.0697358	0.0825710	0.0831074	0.0698898	0.0846426	0.0651031	0.0239026	0.0181305	0.0171386	0.0584150	0.1479957	-255117.267
70050	0.3215620	0.0646461	0.0807816	0.0915245	0.0803761	0.0557269	0.0600164	0.0652628	0.0969173	0.0080506	0.0163246	0.0168216	0.1479957	-255122.333
70055	0.3348227	0.0654575	0.0759889	0.0623959	0.0726692	0.0573543	0.0631563	0.0587984	0.0249724	0.0161513	0.0084283	0.0401287	0.1399507	-255114.743
70060	0.2970882	0.0557907	0.0622603	0.0824088	0.0867005	0.0780583	0.0815557	0.0786818	0.0472248	0.0664265	0.0267653	0.0896859	0.1399507	-255120.674
70065	0.2817787	0.0523744	0.0588303	0.0773598	0.0873985	0.0749070	0.0817792	0.0732870	0.0333296	0.0664265	0.0142524	0.0392815	0.1399507	-255129.323
70070	0.3575869	0.0653308	0.0770604	0.0595519	0.0784760	0.0576638	0.0598743	0.0475144	0.0265373	0.0224507	0.0055851	0.0370094	0.1399507	-255122.924
70075	0.3377238	0.0622269	0.0765117	0.0626601	0.0741164	0.0606734	0.0620392	0.0498069	0.0075474	0.0056780	0.0149543	0.0186110	0.0401137	-255122.851
70080	0.2954883	0.0539006	0.0677569	0.0866652	0.0825362	0.0675661	0.0774429	0.0534879	0.0236800	0.0052601	0.0053905	0.0739737	0.0752034	-255126.809
70085	0.3787484	0.0678820	0.0782809	0.0591056	0.0668915	0.0547590	0.0568177	0.0519227	0.0500592	0.0063775	0.0493564	0.0422025	0.0261557	-255125.499
70090	0.3780558	0.0607404	0.0799437	0.0723324	0.0655002	0.0472595	0.0548513	0.0581075	0.0304740	0.0428527	0.0064301	0.0091530	0.0810628	-255120.727
70095	0.3672556	0.0606174	0.0799437	0.0636754	0.0678205	0.0476398	0.0548513	0.0628178	0.0659827	0.0254006	0.0212424	0.0091530	0.0122984	-255123.451
70100	0.3539385	0.0618764	0.0772338	0.0802675	0.0789765	0.0557483	0.0537183	0.0582244	0.0526377	0.0254006	0.0079127	0.0171578	0.0122984	-255119.132
70105	0.3444058	0.0565244	0.0771659	0.0677220	0.0728396	0.0587574	0.0680432	0.0603633	0.0503441	0.0111262	0.0623696	0.0171578	0.0287986	-255123.327
70110	0.3603202	0.0618648	0.0795184	0.0664673	0.0678932	0.0465889	0.0589868	0.0611569	0.0389155	0.0126778	0.0265919	0.0026224	0.0515986	-255117.091
70115	0.3315091	0.0537854	0.0718536	0.0618582	0.0816876	0.0583133	0.0652791	0.0581688	0.0389155	0.0773931	0.0080300	0.0076624	0.0515986	-255122.274
