Gen	t_n5	t_n6	t_n7	mu1	mu2	mu3	mu4	mu5	sigma2_1	sigma2_2	sigma2_3	sigma2_4	sigma2_5	lnL
39810	0.3335496	0.0501300	0.0735161	0.0618554	0.0760005	0.0636295	0.0649261	0.0663462	0.0411175	0.0076092	0.0254777	0.0003795	0.0634287	-255125.550
39815	0.3335496	0.0498604	0.0775515	0.0785248	0.0760005	0.0570394	0.0649261	0.0665341	0.0281595	0.0123579	0.0633003	0.0012421	0.0104463	-255118.794
39820	0.3501349	0.0601634	0.0767573	0.0736102	0.0714885	0.0620945	0.0610716	0.0516303	0.0673626	0.0082212	0.0206362	0.0092964	0.0291919	-255119.336
39825	0.3048072	0.0518007	0.0667468	0.0691306	0.0830295	0.0721190	0.0709309	0.0714752	0.0673626	0.0230411	0.0063317	0.0183841	0.0677696	-255125.116
39830	0.3436538	0.0624695	0.0727911	0.0626424	0.0746165	0.0651543	0.0564731	0.0575934	0.0118936	0.1239253	0.0659199	0.0446007	0.0677696	-255126.601
39835	0.3812604	0.0667066	0.0807568	0.0535130	0.0726086	0.0541922	0.0562852	0.0532466	0.0397863	0.0303422	0.0223165	0.0126597	0.0361189	-255126.712
39840	0.2895001	0.0526935	0.0637211	0.0848200	0.0912064	0.0670921	0.0697189	0.0850393	0.0743100	0.0378153	0.0110798	0.0300178	0.0941179	-255125.158
39845	0.3204745	0.0567289	0.0686845	0.0701369	0.0723934	0.0635825	0.0634955	0.0543130	0.0512767	0.0378153	0.0121509	0.0161956	0.1060974	-255119.164
39850	0.4006636	0.0710475	0.0807781	0.0588621	0.0712080	0.0476505	0.0534043	0.0439561	0.0512767	0.0311136	0.0207749	0.0061471	0.0503613	-255119.904
39855	0.3369191	0.0573472	0.0679265	0.0746741	0.0846804	0.0528858	0.0654517	0.0556870	0.0512767	0.0897949	0.0195853	0.0054161	0.0503613	-255125.001
39860	0.3343621	0.0619549	0.0682209	0.0738809	0.0777135	0.0544370	0.0647564	0.0586375	0.0705432	0.0897949	0.0109462	0.0027727	0.0331592	-255124.825
39865	0.3588704	0.0664961	0.0779107	0.0580462	0.0700922	0.0507913	0.0565381	0.0546330	0.0086843	0.0219948	0.0187131	0.0092296	0.0079423	-255119.214
39870	0.3190104	0.0553006	0.0709390	0.0677378	0.0855089	0.0608252	0.0641374	0.0696497	0.0307923	0.0244925	0.0135835	0.0309366	0.0148156	-255120.486
39875	0.3705159	0.0649328	0.0787687	0.0570377	0.0718100	0.0547791	0.0532933	0.0469937	0.0307923	0.0184651	0.0163746	0.0309366	0.0430142	-255122.896
39880	0.3389133	0.0598901	0.0684767	0.0762278	0.0787430	0.0600678	0.0586300	0.0672887	0.0651170	0.0037046	0.0353364	0.0309186	0.0571238	-255127.327
39885	0.3599238	0.0656749	0.0795518	0.0636856	0.0642541	0.0557728	0.0578722	0.0626615	0.0390090	0.0117010	0.0274637	0.0055007	0.0498531	-255119.317
39890	0.3352227	0.0641466	0.0771248	0.0680188	0.0727114	0.0595676	0.0634008	0.0573501	0.0167360	0.0188720	0.0274637	0.0030120	0.0308613	-255128.443
39895	0.3740208	0.0653989	0.0777834	0.0567958	0.0762241	0.0547385	0.0582610	0.0529948	0.0167360	0.0188720	0.0274637	0.0053555	0.0072866	-255122.098
39900	0.3325174	0.0582700	0.0722691	0.0612447	0.0730170	0.0540764	0.0659346	0.0599748	0.0184252	0.0344570	0.0274637	0.0033501	0.0309797	-255121.846
39905	0.3717395	0.0589421	0.0741945	0.0577187	0.0688133	0.0526386	0.0621386	0.0522947	0.0609474	0.0344570	0.0118821	0.0033501	0.0786490	-255123.565
39910	0.3281788	0.0533868	0.0705983	0.0762773	0.0801738	0.0603848	0.0635345	0.0617069	0.0276556	0.0134974	0.0118821	0.0077482	0.0786490	-255126.475
39915	0.3171610	0.0513437	0.0705983	0.0894134	0.0723110	0.0664066	0.0670960	0.0689408	0.0538371	0.0741146	0.0067262	0.0137680	0.0446487	-255119.952
39920	0.3459406	0.0578297	0.0770045	0.0724824	0.0762505	0.0608821	0.0595914	0.0638512	0.0370744	0.0155768	0.0008971	0.0398831	0.0446487	-255122.906
39925	0.3039213	0.0550653	0.0728153	0.0757248	0.0834989	0.0666696	0.0642657	0.0636935	0.0622525	0.0436013	0.0023715	0.0429251	0.0446487	-255123.370
39930	0.2953207	0.0520946	0.0728153	0.0575545	0.0848418	0.0719333	0.0642657	0.0690092	0.0622525	0.0110807	0.0099767	0.0135604	0.0306501	-255122.915
39935	0.3039744	0.0520946	0.0728153	0.0772363	0.0818513	0.0613691	0.0632797	0.0614524	0.0262720	0.0047327	0.0099767	0.0135604	0.0449679	-255121.588
39940	0.2969895	0.0558789	0.0665028	0.0720686	0.0837764	0.0628124	0.0697551	0.0668730	0.0842187	0.0253364	0.0157534	0.0135604	0.0449679	-255122.348
39945	0.3524060	0.0615672	0.0738580	0.0823308	0.0652146	0.0596169	0.0583630	0.0533460	0.0982876	0.0818544	0.0481977	0.0060941	0.0299996	-255121.176
39950	0.3148431	0.0543884	0.0700389	0.1072446	0.0823514	0.0545180	0.0600416	0.0575224	0.1430089	0.0281850	0.0386876	0.0255495	0.0876973	-255118.516
39955	0.3236528	0.0553686	0.0733781	0.0706024	0.0846829	0.0527683	0.0600416	0.0574151	0.0214800	0.0709457	0.0299942	0.0288578	0.0099450	-255120.988
39960	0.3365004	0.0603515	0.0743380	0.0666806	0.0755717	0.0590931	0.0620732	0.0613751	0.0314820	0.0471617	0.0598240	0.0054703	0.0408924	-255124.158
39965	0.3078480	0.0573328	0.0697845	0.0699855	0.0922223	0.0511523	0.0656175	0.0530887	0.0846930	0.0471617	0.0814880	0.0036417	0.0326144	-255117.153
39970	0.3208774	0.0528321	0.0690869	0.0772756	0.0806824	0.0593879	0.0625289	0.0621855	0.0678911	0.0199121	0.0330730	0.0067675	0.0130871	-255115.291
39975	0.3155470	0.0502358	0.0679415	0.0655184	0.0845842	0.0594526	0.0654524	0.0690163	0.2283428	0.0558988	0.0123108	0.0002965	0.0130871	-255116.523
39980	0.2958958	0.0518508	0.0635242	0.0700743	0.0995584	0.0702958	0.0700038	0.0638604	0.0180232	0.0558988	0.0123108	0.0013227	0.0051977	-255121.206
39985	0.2890029	0.0497483	0.0592631	0.0802211	0.0907168	0.0682305	0.0733743	0.0753422	0.0388103	0.0229159	0.0331107	0.0003297	0.0051977	-255120.601
39990	0.3544121	0.0603892	0.0780093	0.0640402	0.0724189	0.0557708	0.0585745	0.0601454	0.0129661	0.0284380	0.0331107	0.0014972	0.0103701	-255121.155
39995	0.3123577	0.0528357	0.0682391	0.0725854	0.0820821	0.0607700	0.0663903	0.0727512	0.0095892	0.0181282	0.0156217	0.0006784	0.0157698	-255120.378
40000	0.3428970	0.0572366	0.0780198	0.0665930	0.0753057	0.0567435	0.0609094	0.0564553	0.0095892	0.0029889	0.0589169	0.0042020	0.0306530	-255121.333
40005	0.2872515	0.0495335	0.0651628	0.0797322	0.0901640	0.0633076	0.0793246	0.0669044	0.0395396	0.0124509	0.0564639	0.0201460	0.0120768	-255115.686
40010	0.3023697	0.0514285	0.0697778	0.0767943	0.0894335	0.0690432	0.0645938	0.0674685	0.0395396	0.0309020	0.0694825	0.0049974	0.0337070	-255119.277
40015	0.3010731	0.0521417	0.0697778	0.0767943	0.0873129	0.0617929	0.0684813	0.0674685	0.0395396	0.0860502	0.0241710	0.0091976	0.0107598	-255118.571
40020	0.3528807	0.0575395	0.0805957	0.0584252	0.0679732	0.0547933	0.0607240	0.0598260	0.1639173	0.0452012	0.0301531	0.0048034	0.0107598	-255123.170
40025	0.3438071	0.0541743	0.0763872	0.0707215	0.0845718	0.0547933	0.0645622	0.0573778	0.2494238	0.2070369	0.0211885	0.0083178	0.0260733	-255118.282
40030	0.3499174	0.0569783	0.0768727	0.0719410	0.0866741	0.0547856	0.0596247	0.0573778	0.0505828	0.0701427	0.0016095	0.0133523	0.0027432	-255122.977
40035	0.3289718	0.0532063	0.0641430	0.0856811	0.0839842	0.0591472	0.0739606	0.0661492	0.0505828	0.0453295	0.0034946	0.0093653	0.0136342	-255119.783
40040	0.3853291	0.0673845	0.0801703	0.0580334	0.0701409	0.0515375	0.0522377	0.0529249	0.0310817	0.0283140	0.0020744	0.0063055	0.0048814	-255120.247
40045	0.2696415	0.0498064	0.0561008	0.0829322	0.0992335	0.0736492	0.0816130	0.0756320	0.0310817	0.0075825	0.0028994	0.0153655	0.0080193	-255124.543
40050	0.3763524	0.0641095	0.0727079	0.0605994	0.0725108	0.0538162	0.0596354	0.0595381	0.0275161	0.0206676	0.0028994	0.0153655	0.0036316	-255122.572
40055	0.3811490	0.0628863	0.0728566	0.0608286	0.0662956	0.0530854	0.0649848	0.0587008	0.0275161	0.0206676	0.0061324	0.0153655	0.0011378	-255127.366
40060	0.3320981	0.0494114	0.0664514	0.0686471	0.0857687	0.0599087	0.0651220	0.0662458	0.0576235	0.0268537	0.0024493	0.0357966	0.0002607	-255125.726
40065	0.3698784	0.0613767	0.0761948	0.0715296	0.0787579	0.0522479	0.0567945	0.0577746	0.0576235	0.0117683	0.0016560	0.0067600	0.0009611	-255125.335
40070	0.3213939	0.0534905	0.0633314	0.0728500	0.0770086	0.0591247	0.0678351	0.0653789	0.0550895	0.0300943	0.0013990	0.0030852	0.0003901	-255129.932
40075	0.3325228	0.0535340	0.0688498	0.0738535	0.0794398	0.0571459	0.0655648	0.0631908	0.0322928	0.0138026	0.0027334	0.0089114	0.0002826	-255122.484
40080	0.3356157	0.0547512	0.0683234	0.0738535	0.0737134	0.0571459	0.0655648	0.0631908	0.0322928	0.0978530	0.0266682	0.0104578	0.0001603	-255120.397
40085	0.3019776	0.0538386	0.0639915	0.0750252	0.0827183	0.0693989	0.0664620	0.0682119	0.0129235	0.0364992	0.0125890	0.0104578	0.0004854	-255123.828
40090	0.3206990	0.0512309	0.0658718	0.0728837	0.0833053	0.0669202	0.0652175	0.0662649	0.0367221	0.0158444	0.0293211	0.0195597	0.0004854	-255123.336
40095	0.4136103	0.0687660	0.0780179	0.0672416	0.0656152	0.0565961	0.0545265	0.0513795	0.0719820	0.0610094	0.0125508	0.0432588	0.0015355	-255115.781
40100	0.3197755	0.0545900	0.0611099	0.0740239	0.0770468	0.0655465	0.0796732	0.0647218	0.0376433	0.0552753	0.0085870	0.0297503	0.0008557	-255119.868
40105	0.3136670	0.0508126	0.0566033	0.0865005	0.0910444	0.0592875	0.0671088	0.0659822	0.1794237	0.0552753	0.0231080	0.0297503	0.0004403	-255123.445
40110	0.3845238	0.0623847	0.0724682	0.0704549	0.0759380	0.0482899	0.0591395	0.0537427	0.0787440	0.0406884	0.0039015	0.0463178	0.0004787	-255120.283
40115	0.3039069	0.0544344	0.0594677	0.0851009	0.0944401	0.0600556	0.0699495	0.0668370	0.0295668	0.0254677	0.0039015	0.0057366	0.0020172	-255122.962
40120	0.3761045	0.0644309	0.0751949	0.0592456	0.0657015	0.0498529	0.0564083	0.0554822	0.0295668	0.0254677	0.0215638	0.0032263	0.0006076	-255127.916
40125	0.3778232	0.0630503	0.0800545	0.0605428	0.0804317	0.0523336	0.0576434	0.0566970	0.0466217	0.1147524	0.0072145	0.0119763	0.0001933	-255123.608
40130	0.3883102	0.0686493	0.0762382	0.0596983	0.0775876	0.0516036	0.0568393	0.0559061	0.0206734	0.0180649	0.0030261	0.0089338	0.0002028	-255119.587
40135	0.3227898	0.0536700	0.0703379	0.0718159	0.0766621	0.0620782	0.0683767	0.0672540	0.0178445	0.0180649	0.0028376	0.0043003	0.0012990	-255125.272
40140	0.3619873	0.0598279	0.0765919	0.0720871	0.0687715	0.0556887	0.0613389	0.0603318	0.0176272	0.0040799	0.0084440	0.0055535	0.0006405	-255128.910
40145	0.3347493	0.0543707	0.0697983	0.0757927	0.0781853	0.0585514	0.0654225	0.0634332	0.0594729	0.0266125	0.0052850	0.0021719	0.0006405	-255121.072
40150	0.4081365	0.0682747	0.0795021	0.0594360	0.0678054	0.0480233	0.0537338	0.0520272	0.0212474	0.0137050	0.0052850	0.0024899	0.0006336	-255119.941
40155	0.3851708	0.0599615	0.0775980	0.0652731	0.0718483	0.0508866	0.0569377	0.0551293	0.0212474	0.0884798	0.0116555	0.0036345	0.0006336	-255121.015
40160	0.3829466	0.0644909	0.0704196	0.0698595	0.0525829	0.0518203	0.0579824	0.0561409	0.1006203	0.0823563	0.0029464	0.0102422	0.0034457	-255119.498
40165	0.3435660	0.0565725	0.0671066	0.0549118	0.0801603	0.0590735	0.0639272	0.0639988	0.0784376	0.1096808	0.0016314	0.0070608	0.0011227	-255121.229
40170	0.4052239	0.0627859	0.0803980	0.0627539	0.0721107	0.0428160	0.0533439	0.0534036	0.0703130	0.0177485	0.0095140	0.0018376	0.0011227	-255129.394
40175	0.3501061	0.0536197	0.0716200	0.0714639	0.0821193	0.0559397	0.0607478	0.0608158	0.0213516	0.0114300	0.0497822	0.0018376	0.0014658	-255123.764
40180	0.3084479	0.0505185	0.0633780	0.0711792	0.0947795	0.0632143	0.0686477	0.0687246	0.0175271	0.0219024	0.0230429	0.0018376	0.0001735	-255120.628
40185	0.4004313	0.0640679	0.0795526	0.0561620	0.0702072	0.0562761	0.0541646	0.0542253	0.0519431	0.0219024	0.0230429	0.0024078	0.0005949	-255118.927
40190	0.3267288	0.0512016	0.0726800	0.0641644	0.0817345	0.0658933	0.0630579	0.0631285	0.0519431	0.0134083	0.0230429	0.0015981	0.0011302	-255121.266
40195	0.3316726	0.0530418	0.0710555	0.0666985	0.1059582	0.0783776	0.0642153	0.0642872	0.0519431	0.1452415	0.0386082	0.0015981	0.0011302	-255124.901
40200	0.3316726	0.0500761	0.0705428	0.0666985	0.0780733	0.0645738	0.0642153	0.0642872	0.0519431	0.0262082	0.0656970	0.0003111	0.0014400	-255123.115
40205	0.3316726	0.0540285	0.0686051	0.0812227	0.0787136	0.0573278	0.0642153	0.0642872	0.0519431	0.0146773	0.0103415	0.0003211	0.0025277	-255118.716
40210	0.3649722	0.0609433	0.0805629	0.0564093	0.0693623	0.0505172	0.0565865	0.0566499	0.0519431	0.0389128	0.0043766	0.0001663	0.0032224	-255122.157
40215	0.3143883	0.0510889	0.0720179	0.0837431	0.0827414	0.0602613	0.0675012	0.0675768	0.0234478	0.0018318	0.0048823	0.0006621	0.0150494	-255129.548
40220	0.3415381	0.0565300	0.0811951	0.0680185	0.0733894	0.0534501	0.0610703	0.0649898	0.0234478	0.0199658	0.0084948	0.0028074	0.0293959	-255119.352
40225	0.3345335	0.0561411	0.0817321	0.0661800	0.0738977	0.0538204	0.0613195	0.0654400	0.0234478	0.0075145	0.0084948	0.0033107	0.0293959	-255123.182
40230	0.2779141	0.0505847	0.0647282	0.0791036	0.0883285	0.0643304	0.0682061	0.0780495	0.0339649	0.0026206	0.0117843	0.0043891	0.0293959	-255126.982
40235	0.2811447	0.0499769	0.0654806	0.0927313	0.0873135	0.0691863	0.0674224	0.0721054	0.0238599	0.0017691	0.0066338	0.0052146	0.0293959	-255118.447
40240	0.3512318	0.0662613	0.0776115	0.0707038	0.0690369	0.0547041	0.0593524	0.0521004	0.0490830	0.0045164	0.0065951	0.0602802	0.0584146	-255123.212
40245	0.3298379	0.0562732	0.0759030	0.0993984	0.0805802	0.0577046	0.0619775	0.0428237	0.2212290	0.0103611	0.0040000	0.0138718	0.1413232	-255124.215
40250	0.3309735	0.0535188	0.0723530	0.0756956	0.0805802	0.0511759	0.0713033	0.0656255	0.0687436	0.0214224	0.0166740	0.0333596	0.1413232	-255122.455
40255	0.3412933	0.0562169	0.0723530	0.0901117	0.0967523	0.0511759	0.0643703	0.0676532	0.0687436	0.0201236	0.0317274	0.0145565	0.1413232	-255126.171
40260	0.3226783	0.0517005	0.0629821	0.0927642	0.0859550	0.0673788	0.0638966	0.0588704	0.1549527	0.0822740	0.0107709	0.0411797	0.1413232	-255136.397
40265	0.3889669	0.0642979	0.0806039	0.0679110	0.0810190	0.0526483	0.0466552	0.0496251	0.0415475	0.1335433	0.0216069	0.0411797	0.1413232	-255124.344
40270	0.3180747	0.0618472	0.0657260	0.0617251	0.0723501	0.0565344	0.0623637	0.0618492	0.0189877	0.0388134	0.0441557	0.0203587	0.0450998	-255121.605
40275	0.2638271	0.0511389	0.0603890	0.0896762	0.0849574	0.0740103	0.0652121	0.0762061	0.0189877	0.0296681	0.0275606	0.0223223	0.0450998	-255121.188
40280	0.3046831	0.0579662	0.0644019	0.0759741	0.0829094	0.0719028	0.0683803	0.0665025	0.0048855	0.0296681	0.0496218	0.0082867	0.0170523	-255123.542
40285	0.2661818	0.0518573	0.0577520	0.0842662	0.1008367	0.0710560	0.0738535	0.0737608	0.0626198	0.0595309	0.0207607	0.0627763	0.0459536	-255124.958
40290	0.3580293	0.0646551	0.0778157	0.0704230	0.0749684	0.0603872	0.0587905	0.0578445	0.0626198	0.0145900	0.0172911	0.0027019	0.0459536	-255126.552
40295	0.3443575	0.0572223	0.0766697	0.0640281	0.0718022	0.0511415	0.0611247	0.0694464	0.0292564	0.0273974	0.0250903	0.0078618	0.0459536	-255121.209
40300	0.2881031	0.0500680	0.0615128	0.0856450	0.0957717	0.0661045	0.0704927	0.0804128	0.0292564	0.0487388	0.0317029	0.0089914	0.0180835	-255122.029
40305	0.2973745	0.0528087	0.0671248	0.0815726	0.0833511	0.0712290	0.0699560	0.0814929	0.1166024	0.1779031	0.0149855	0.0063623	0.1368272	-255118.388
40310	0.2718349	0.0488910	0.0591830	0.0745424	0.0916288	0.0750791	0.0714455	0.0770523	0.0415320	0.0540773	0.0315642	0.0307947	0.0120044	-255120.069
40315	0.3676981	0.0661326	0.0770019	0.0687797	0.0621849	0.0555051	0.0500747	0.0534269	0.1172529	0.0232980	0.0132152	0.0315972	0.0078010	-255127.196
40320	0.3735192	0.0636390	0.0730018	0.0687683	0.0760222	0.0636867	0.0631812	0.0600801	0.0420941	0.0392358	0.0008808	0.0205681	0.0078010	-255135.829
40325	0.3518650	0.0620495	0.0711784	0.0611526	0.0881334	0.0566983	0.0593742	0.0616191	0.0420941	0.0659594	0.0087329	0.0067834	0.0170793	-255125.795
40330	0.3339169	0.0538435	0.0713559	0.0654215	0.0802880	0.0606563	0.0635190	0.0659206	0.0420941	0.0217555	0.0168765	0.0027957	0.0170793	-255124.911
40335	0.3200518	0.0528969	0.0713559	0.0685252	0.0715403	0.0594041	0.0635190	0.0629602	0.0219763	0.0442604	0.0331175	0.0027957	0.0420032	-255121.705
40340	0.3200518	0.0566912	0.0713559	0.0762323	0.0715403	0.0571973	0.0635190	0.0574455	0.0219763	0.0381214	0.0118180	0.0046098	0.0070425	-255122.584
40345	0.3532030	0.0579308	0.0765064	0.0621895	0.0723946	0.0556305	0.0642775	0.0512707	0.0219763	0.0131822	0.0418526	0.0121901	0.0322426	-255123.545
40350	0.3638122	0.0674868	0.0789494	0.0652027	0.0676863	0.0456085	0.0607404	0.0544093	0.0090572	0.0107371	0.0676827	0.0257283	0.0306693	-255119.707
40355	0.3354930	0.0633244	0.0752333	0.0727333	0.0996836	0.0579840	0.0686252	0.0622842	0.1248736	0.0792557	0.0174689	0.0257283	0.1087874	-255125.387
40360	0.3039569	0.0550195	0.0700549	0.0820255	0.0928841	0.0632448	0.0679957	0.0603297	0.0396400	0.0231919	0.0773568	0.0813081	0.2039498	-255128.863
40365	0.3441304	0.0631119	0.0762741	0.0566356	0.0623564	0.0583381	0.0618089	0.0584540	0.0396400	0.0545771	0.0199702	0.0082265	0.0303665	-255120.402
40370	0.2866374	0.0512756	0.0683299	0.0716773	0.0883435	0.0718048	0.0732900	0.0678005	0.0396400	0.0509138	0.0027826	0.0082265	0.0794346	-255123.950
40375	0.2866374	0.0493282	0.0683299	0.0767413	0.0883435	0.0718048	0.0732241	0.0599037	0.0396400	0.0533204	0.0057569	0.0040127	0.0126354	-255122.341
40380	0.3149582	0.0522187	0.0680735	0.0771959	0.0769720	0.0563012	0.0691708	0.0701675	0.0281998	0.0132403	0.0569835	0.0040127	0.0171506	-255120.775
40385	0.3222520	0.0529816	0.0697995	0.0745354	0.0727024	0.0648088	0.0657262	0.0608350	0.0281998	0.0132403	0.0100350	0.0016115	0.0229294	-255118.804
40390	0.3329799	0.0534037	0.0764629	0.0721340	0.0701362	0.0583281	0.0636087	0.0663806	0.0606365	0.0213398	0.0052356	0.0007252	0.0229294	-255124.142
40395	0.3416799	0.0533444	0.0770862	0.0697252	0.0838215	0.0583281	0.0636087	0.0584522	0.0269287	0.0184868	0.0216057	0.0015149	0.0238476	-255120.398
40400	0.3350005	0.0552170	0.0716661	0.0799349	0.0826567	0.0542808	0.0636087	0.0594258	0.0730986	0.0710023	0.0159412	0.0010835	0.0146963	-255118.285
40405	0.3681947	0.0596514	0.0780607	0.0736435	0.0674891	0.0560938	0.0586023	0.0571261	0.0111715	0.0263814	0.0418835	0.0008027	0.0055125	-255122.683
40410	0.3632242	0.0561012	0.0743446	0.0734450	0.0865164	0.0483539	0.0584443	0.0569721	0.0487831	0.0678309	0.0171104	0.0030444	0.0179180	-255120.624
40415	0.3334633	0.0538809	0.0659332	0.0590295	0.0769369	0.0652396	0.0688292	0.0582682	0.1098087	0.2148193	0.0797410	0.0119832	0.0033663	-255118.800
40420	0.3924180	0.0634068	0.0755765	0.0710145	0.0855696	0.0548616	0.0584887	0.0495143	0.0757574	0.1037478	0.0797410	0.0040497	0.0046525	-255123.295
40425	0.3638341	0.0559273	0.0669702	0.0697063	0.0809007	0.0625587	0.0644286	0.0545427	0.0757574	0.1061100	0.0379111	0.0040497	0.0125723	-255122.393
40430	0.3908467	0.0617916	0.0734702	0.0685092	0.0683269	0.0533070	0.0544824	0.0563077	0.0452842	0.0372775	0.0129262	0.0048097	0.0423179	-255118.345
40435	0.3645094	0.0557878	0.0729232	0.0644566	0.0796611	0.0577431	0.0566654	0.0560900	0.0452842	0.0311839	0.0356716	0.0113660	0.0071192	-255118.009
40440	0.3518618	0.0633123	0.0717076	0.0706426	0.0793468	0.0484471	0.0585844	0.0570408	0.0781707	0.0062912	0.0180364	0.0028102	0.0263131	-255125.969
40445	0.2911463	0.0513128	0.0596912	0.0982921	0.0977933	0.0637398	0.0722529	0.0702585	0.0197158	0.0339878	0.0082853	0.0028102	0.0021535	-255122.475
40450	0.3048822	0.0508927	0.0652089	0.0860808	0.0874560	0.0579501	0.0689088	0.0670067	0.0209443	0.0397370	0.0169437	0.0070314	0.0067716	-255120.760
40455	0.3620824	0.0593003	0.0749627	0.0677989	0.0738450	0.0525876	0.0604514	0.0565783	0.0209443	0.0162311	0.0761985	0.0213370	0.0067716	-255119.048
40460	0.3178227	0.0535632	0.0625713	0.0820362	0.0849026	0.0596830	0.0641781	0.0626383	0.0209443	0.0419140	0.0415099	0.0082632	0.0044318	-255120.228
40465	0.3009451	0.0512332	0.0673641	0.0866370	0.1100828	0.0450397	0.0616782	0.0661512	0.1281073	0.0378780	0.1696702	0.0225518	0.0071667	-255121.602
40470	0.3199548	0.0504315	0.0691202	0.0779540	0.0868676	0.0551038	0.0756548	0.0627259	0.0650066	0.0115161	0.0327084	0.0155947	0.0091724	-255122.638
40475	0.3311459	0.0518723	0.0710949	0.0757889	0.0844549	0.0606273	0.0692539	0.0609837	0.0650066	0.0083017	0.0327084	0.0081086	0.0022957	-255122.675
40480	0.3298784	0.0548014	0.0743589	0.0643704	0.0844549	0.0643444	0.0606644	0.0609837	0.0686719	0.0035436	0.0052144	0.0103821	0.0022957	-255123.320
40485	0.3282484	0.0552290	0.0791444	0.0745400	0.0740330	0.0643444	0.0606644	0.0669056	0.0686719	0.0224379	0.0240504	0.0077324	0.0222045	-255124.400
40490	0.3423363	0.0563666	0.0750018	0.0847743	0.0786609	0.0573451	0.0628635	0.0582795	0.0223038	0.0212168	0.0073963	0.0077324	0.0222045	-255120.182
40495	0.3985662	0.0660437	0.0800160	0.0623088	0.0671351	0.0489426	0.0543309	0.0539536	0.0223038	0.0212168	0.0244708	0.0048447	0.0137869	-255127.304
40500	0.3348061	0.0572276	0.0728479	0.0721901	0.0777818	0.0615426	0.0629470	0.0718807	0.0109748	0.0328504	0.0079792	0.0017904	0.0137869	-255123.067
40505	0.3989551	0.0722512	0.0806365	0.0569921	0.0733827	0.0470390	0.0475512	0.0502522	0.0088668	0.0075691	0.0216154	0.0389706	0.0072040	-255122.338
40510	0.3579844	0.0627620	0.0709147	0.0635147	0.0713864	0.0563394	0.0606905	0.0560035	0.0041628	0.0242983	0.0104791	0.0016645	0.0010645	-255121.846
40515	0.3622625	0.0635647	0.0759284	0.0627126	0.0689061	0.0556279	0.0599241	0.0552963	0.0150883	0.0242983	0.0167015	0.0013236	0.0012378	-255124.973
40520	0.3450500	0.0650490	0.0739278	0.0648498	0.0712543	0.0575236	0.0619662	0.0571807	0.0213452	0.0265614	0.0190325	0.0072157	0.0028752	-255125.425
40525	0.3069384	0.0522814	0.0624715	0.0767464	0.0792050	0.0597507	0.0655091	0.0676704	0.0105045	0.0265614	0.0146263	0.0221721	0.0028752	-255135.225
40530	0.3104021	0.0556562	0.0649654	0.0771429	0.0808093	0.0674296	0.0718316	0.0680200	0.0105045	0.0085284	0.0330625	0.0062604	0.0075480	-255123.061
